facility_name,address,city,state,zip,county,lat,long,fractracker_status,purpose,operator_name,tenant,mw_capacity,size_rank,power_source,dedicated_power_plant,number_of_generators,number_of_buildings,cooling_source,cooling_type,facility_size_sqft,property_size_acres,project_cost,expected_date_online,community_pushback,advocacy_information,resistance_status,nda,echo_registry_id,echo_facility_name,echo_facility_street,echo_facility_city,echo_facility_state,echo_naics_codes,echo_sic_codes,AIR_FLAG,NPDES_FLAG,RCRA_FLAG,SDWIS_FLAG,GHG_FLAG,CAA_PERMIT_TYPES,CWA_PERMIT_TYPES,RCRA_PERMIT_TYPES,FAC_ACTIVE_FLAG,FAC_MAJOR_FLAG,echo_distance_miles,match_score,match_name_score,match_addr_score,match_naics_hit,match_sic_hit,matched_naics,matched_sic,echo_dfr_url,match_confidence,n_air_programs,earliest_air_program_begin,latest_air_program_begin,air_program_codes,air_operating_statuses,n_water_permits,earliest_water_orig_issue,earliest_water_issue,latest_water_issue,latest_water_expiration,latest_water_termination,water_permit_types,water_permit_statuses,water_permit_numbers,earliest_known_permit_date,n_llm_events,earliest_llm_event_date,latest_llm_event_date,llm_event_types,timeline_summary,mw_low,mw_high,mw_numeric_mid,process_start_date,process_start_event_type,first_approval_date,first_approval_event_type,first_approval_actor_level,days_to_first_approval,months_to_first_approval,last_event_date,total_observed_days,is_approved,is_terminated,terminal_outcome,is_censored
Edged ATL01-1,1800 Thomas Street NW,Atlanta,GA,30318,Fulton,33.8084,-84.45469,Operating,,Edged,,27,Medium (11-50 MW),,,,,,,,,,,Unknown,,,,110071841781,AMAZON.COM SERVICES LLC ? DFT4,1700 THOMAS STREET NW,ATLANTA,GA,493110,4225,N,Y,Y,N,N,,Non-M,SQG,Y,,1.0329725031055907,0.909,0.162,0.909,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110071841781,low,0,,,,,1,2022-06-01,2022-06-01,2022-06-01,2027-05-31,,GPC,EFF,GAIS14882,2022-06-01,1,2024-Q3,2024-Q3,fully_operational,2024-Q3(month): fully_operational=n_a by Edged,27.0,27.0,27.0,,,,,,,,,,,,,
Edged ATL01-2,1760 Thomas Street NW,Atlanta,GA,30318,Fulton,33.8084,-84.45469,Operating,,Edged,,100,Hyperscale (100-999 MW),,,,,,,,,,,Unknown,,,,110071841781,AMAZON.COM SERVICES LLC ? DFT4,1700 THOMAS STREET NW,ATLANTA,GA,493110,4225,N,Y,Y,N,N,,Non-M,SQG,Y,,1.0329725031055907,0.909,0.162,0.909,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110071841781,low,0,,,,,1,2022-06-01,2022-06-01,2022-06-01,2027-05-31,,GPC,EFF,GAIS14882,2022-06-01,1,2024,2024,fully_operational,2024(year): fully_operational=n_a by Edged,100.0,100.0,100.0,2024-01-01,fully_operational,,,,,,2024-01-01,0,False,False,pending,True
Edged ATL01-3,1740 Thomas Street NW,Atlanta,GA,30318,Fulton,33.8084,-84.45469,Operating,,Edged,,42,Medium (11-50 MW),,,,,,,,,,,Unknown,,,,110071841781,AMAZON.COM SERVICES LLC ? DFT4,1700 THOMAS STREET NW,ATLANTA,GA,493110,4225,N,Y,Y,N,N,,Non-M,SQG,Y,,1.0329725031055907,0.909,0.162,0.909,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110071841781,low,0,,,,,1,2022-06-01,2022-06-01,2022-06-01,2027-05-31,,GPC,EFF,GAIS14882,2022-06-01,3,2023-07-07,2024-Q3,construction_started|fully_operational|project_announced,2023-07-07(day): project_announced=n_a by Edged; 2023-07-07(day): construction_started=n_a by Edged; 2024-Q3(month): fully_operational=n_a by Edged,42.0,42.0,42.0,2023-07-07,project_announced,,,,,,2023-07-07,0,False,False,pending,True
Project Bunkhouse,14 Taff Rd,Cartersville,GA,30120,Bartow,34.0998,-84.9167,Proposed,,Gaines Family Land LLC,,1830,"Mega campus (>1,000 MW)",,,,12,,,"8,600,000",,$19 billion,,Unknown,,,,110072133014,PROJECT BUNKHOUSE ? MASS GRADING,133 TAFF ROAD,TAYLORSVILLE,GA,236210,1541,N,Y,N,N,N,,Non-M,,Y,,0.6739593409476692,0.8,0.581,0.8,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110072133014,low,0,,,,,1,2023-08-01,2023-08-01,2023-08-01,2028-07-31,,GPC,EFF,GAR18BDFE,2023-08-01,4,2025-04,2035,other|project_announced|rezoning_applied|state_environmental_review_initiated,2025-04(month): state_environmental_review_initiated=filed by Georgia Department of Community Affairs; 2025-04(month): rezoning_applied=filed by Kimley-Horn / Bartow County; 2025-04-01(day): project_announced=n_a by Kimley-Horn; 2035(year): other=planned by Kimley-Horn,1830.0,1830.0,1830.0,2025-04-01,state_environmental_review_initiated,,,,,,2035-01-01,3562,False,False,pending,True
Rockdale Technology Park,1975 Sigman Rd,Conyers,GA,30012,Rockdale,33.68682,-84.05222,Proposed,,SDP Aquisitions LLC,,126,Hyperscale (100-999 MW),,,,,,,"837,500",,,,Unknown,,,,110070546964,DOLLAR GENERAL WEST CONYERS,SIGMAN ROAD,CONYERS,GA,236220,1542,N,Y,N,N,N,,Non-M,,,,0.690020892605943,0.956,0.275,0.706,true,false,236220,,http://echo.epa.gov/detailed-facility-report?fid=110070546964,low,0,,,,,1,2018-08-01,2018-08-01,2018-08-01,2023-07-31,2019-11-12,GPC,TRM,GAR154613,2018-08-01,3,2024,2024,project_announced|rezoning_applied|state_environmental_review_initiated,2024(year): project_announced=n_a by SDP Acquisitions LLC; 2024(year): state_environmental_review_initiated=filed by SDP Acquisitions LLC; 2024(year): rezoning_applied=filed by SDP Acquisitions LLC,126.0,126.0,126.0,2024-01-01,project_announced,,,,,,2024-01-01,0,False,False,pending,True
Gregory Road Data Center,"Off of Gregory Rd, near Flat Rock Rd",Covington,GA,30014,Newton,33.653538,-83.81398,Proposed,,"Universal Planning and Development LLC, JBW Investments, LLC data center",,360,Hyperscale (100-999 MW),,,,,,,"1,410,000",213,$5.7 billion,2027,Unknown,,,,110070074476,515 GREGORY ROAD,UNKNOWN,UNKNOWN,GA,236115,,N,Y,N,N,N,,Non-M,,Y,,0.6765041716989112,0.857,0.857,0.111,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110070074476,medium,0,,,,,2,2013-09-23,2013-09-23,2013-09-23,2018-07-31,,GPC,EXP|EFF,GAR153329,2013-09-23,5,2025,2036,construction_started|fully_operational|other|project_announced|rezoning_applied,"2025(year): rezoning_applied=filed by JBW Investments, LLC; 2025-03-28(day): other=filed by Universal Planning and Development LLC; 2025-03-28(day): project_announced=n_a by Universal Planning and Development LLC; 2027(year): construction_started=planned by Universal Planning and Development LLC; 2036(year): fully_operational=planned by Universal Planning and Development LLC",360.0,360.0,360.0,2025-01-01,rezoning_applied,,,,,,2036-01-01,4017,False,False,pending,True
Serverfarm ATL2,10835 Hazelbrand Rd NE,Covington,GA,30014,Newton,33.61121,-83.83438,Operating,,Severfarm,,74.84400177,Large (51-99 MW),,,,,,,"498,960",,,,Unknown,,,,110072107342,CARTER AND CASE LEASE SPACE,8391 HAZELBRAND RD.,COVINGTON,GA,236220,1542,N,Y,N,N,N,,Non-M,,Y,,0.47671292405774524,1.089,0.296,0.839,true,false,236220,,http://echo.epa.gov/detailed-facility-report?fid=110072107342,medium,0,,,,,1,2023-08-01,2023-08-01,2023-08-01,2028-07-31,,GPC,EFF,GAR18BD14,2023-08-01,5,2024-12,2025-12,air_permit_applied|other|project_announced|rezoning_council_decision|rezoning_planning_commission_recommendation,2024-12(month): rezoning_planning_commission_recommendation=recommended_approval by Covington Planning Commission; 2025-01(month): rezoning_council_decision=approved by Covington City Council; 2025-01(month): other=approved by Covington City Council; 2025-01-08(day): project_announced=n_a by Serverfarm; 2025-12(month): air_permit_applied=filed by VoltaGrid,74.84400177,74.84400177,74.84400177,2024-12-01,rezoning_planning_commission_recommendation,2024-12-01,rezoning_planning_commission_recommendation,local,0,0.0,2025-12-01,365,True,False,approved,False
Core Scientific,Old Tilton Rd,Dalton,GA,30721,Whitfield,34.6883,-84.9408,Operating,Cryptocurrency mining data center,Core Scientific,,195,Large (51-99 MW),,,,,,,,,,,Unknown,,,,110070388501,CORE SCIENTIFIC INC,BORING DRIVE,DALTON,GA,237990,1629,N,Y,N,N,N,,Non-M,,Y,,1.055477832614663,1.0,1.0,0.375,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110070388501,low,0,,,,,1,2018-08-01,2018-08-01,2018-08-01,2023-07-31,,GPC,EXP,GAR386F3B,2018-08-01,3,2025,2025-03-10,other|public_hearing_held|rezoning_council_decision,2025(year): other=n_a by Core Scientific; 2025-03-10(day): rezoning_council_decision=approved by Whitfield County Board of Commissioners; 2025-03-10(day): public_hearing_held=n_a by Whitfield County Board of Commissioners,195.0,195.0,195.0,2025-01-01,other,2025-03-10,rezoning_council_decision,local,68,2.2,2025-03-10,68,True,False,approved,False
Dalton,2205 Industrial South Rd,Dalton,GA,30721,Whitfield,34.71316,-84.95143,Operating,,Core Scientific,,195,Hyperscale (100-999 MW),,,,,,,"300,000",,,,Unknown,,,,110071906929,CORE DALTON 1,2205 INDUSTRIAL SOUTH ROAD,DALTON,GA,236210,1541,N,Y,N,N,N,,Non-M,,Y,,0.041928807231015996,1.0,0.632,1.0,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110071906929,medium,0,,,,,2,2023-08-01,2023-08-01,2023-08-01,2028-07-31,2025-03-17,GPC,TRM|EFF,GAR18B47F|GAR18B4B0,2023-08-01,4,2018-11-20,2021-05-13,fully_operational|other|partial_operational|project_announced,2018-11-20(day): project_announced=n_a by Core Scientific; 2019-12(month): partial_operational=n_a by Core Scientific; 2021(year): fully_operational=n_a by Core Scientific; 2021-05-13(day): other=approved by Core Scientific,195.0,195.0,195.0,2018-11-20,project_announced,2021-05-13,other,developer,905,29.7,2021-05-13,905,True,False,approved,False
Dalton 3,206 Boring Dr,Dalton,GA,30721,Whitfield,34.701214,-84.95039,Proposed,,Core Scientific,,142,Hyperscale (100-999 MW),,,,,,,"87,000",,,,Unknown,,,,110070388501,CORE SCIENTIFIC INC,BORING DRIVE,DALTON,GA,237990,1629,N,Y,N,N,N,,Non-M,,Y,,0.08684417888980704,1.0,1.0,0.75,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110070388501,medium,0,,,,,1,2018-08-01,2018-08-01,2018-08-01,2023-07-31,,GPC,EXP,GAR386F3B,2018-08-01,5,2024-12,2025-09-23,land_purchased|other|public_hearing_held|rezoning_council_decision|rezoning_planning_commission_recommendation,2024-12(month): land_purchased=n_a by Core Scientific; 2025-02(month): rezoning_planning_commission_recommendation=n_a by Dalton-Varnell-Whitfield County Planning Commission; 2025-02(month): public_hearing_held=n_a by Dalton-Varnell-Whitfield County Planning Commission; 2025-03(month): rezoning_council_decision=approved by Whitfield County Board of Commissioners; 2025-09-23(day): other=approved by Dalton-Whitfield Joint Development Authority,142.0,142.0,142.0,2024-12-01,land_purchased,2025-03-01,rezoning_council_decision,local,90,3.0,2025-09-23,296,True,False,approved,False
Clayton Commerce III,4350 E Tanners Church Rd,Ellenwood,GA,30294,Clayton,33.6353,-84.30396,Proposed,,TA Realty/ EdgeconneX,,180,Hyperscale (100-999 MW),,,,,,,,,,,Unknown,,,,110071926304,TA ELLENWOOD LLC,4350 E TANNERS CHURCH RD,ELLENWOOD,GA,236220 237990,1542 1629,N,Y,N,N,N,,Non-M,,Y,,0.3320950629569694,1.25,0.438,1.0,true,false,236220,,http://echo.epa.gov/detailed-facility-report?fid=110071926304,high,0,,,,,2,2023-08-01,2023-08-01,2023-08-01,2028-07-31,,GPC,EFF,GAR18B60C|GAR18BD27,2023-08-01,6,2024,2025-06-17,other|project_announced|public_hearing_held|rezoning_planning_commission_recommendation|site_plan_applied|site_plan_approved,2024(year): site_plan_applied=filed by TA Realty; 2024(year): rezoning_planning_commission_recommendation=recommended_approval by Clayton County Zoning Advisory Group; 2024-07(month): project_announced=n_a by TA Realty / EdgeConneX; 2024-10(month): public_hearing_held=n_a by Clayton County Board of Commissioners; 2024-10(month): site_plan_approved=approved by Clayton County Board of Commissioners; 2025-06-17(day): other=approved by Development Authority of Clayton County (Invest Clayton),180.0,180.0,180.0,2024-01-01,site_plan_applied,2024-01-01,rezoning_planning_commission_recommendation,local,0,0.0,2025-06-17,533,True,False,approved,False
Hogansville Data Center,Hightower Rd,Hogansville,GA,30230,Troup,33.14624,-84.94037,Proposed,,,,600,Hyperscale (100-999 MW),,,,,,,,437,$300 million,,Yes,"The Troup County Anti-Data Center Coalition remains the primary hub for opposition. Recent discussions focus on ""infrasound""—vibrations from cooling fans that residents believe cause health issues—and potential property loss due to the massive new substations and transmission lines required for a 600 MW facility.",,,110064412327,"HOGANSVILLE, CITY OF (HOGANSVILLE WPCP)",HIGHTOWER ROAD,HOGANSVILLE,GA,221320,4952,N,Y,N,N,N,,"Major, Non-M",,Y,Y,0.5691606158205237,1.0,0.5,1.0,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110064412327,low,0,,,,,7,2013-04-05,2013-04-05,2026-01-01,2030-12-31,2021-09-23,SIN|APR|NPD,EFF|ADC|TRM,GA0050218|GAL050218|GAJ020019,2013-04-05,6,2025,2026-03,moratorium_enacted|other|project_announced|public_hearing_held|rezoning_applied,2025(year): moratorium_enacted=approved by Troup County Board of Commissioners; 2025-09(month): moratorium_enacted=approved by City of LaGrange; 2025-11(month): project_announced=n_a by Fertile Ground Investments LLC (FGI / Luis Matta); 2025-11(month): rezoning_applied=filed by Fertile Ground Investments LLC (FGI); 2025-11-17(day): public_hearing_held=n_a by Hogansville City Council; 2026-03(month): other=approved by Hogansville City Council,600.0,600.0,600.0,2025-01-01,moratorium_enacted,2025-01-01,moratorium_enacted,local,0,0.0,2026-03-01,424,True,False,approved,False
Project West,Interstate 85 and Hamilton Rd,LaGrange,GA,30240,Troup,32.96313,-85.0219,Proposed,,Economic Impact Group LLC,,600,Hyperscale (100-999 MW),,,,,,,"1,500,000",,,,Unknown,,,,110071308873,DOLLAR GENERAL STORE #24231,TBD WHITESVILLE ROAD,LAGRANGE,GA,236220,1542,N,Y,N,N,N,,Non-M,,,,0.706980765310286,0.543,0.255,0.293,true,false,236220,,http://echo.epa.gov/detailed-facility-report?fid=110071308873,low,0,,,,,1,2018-08-01,2018-08-01,2018-08-01,2023-07-31,2023-04-04,GPC,TRM,GAR189B8B,2018-08-01,2,2025,2025,other|project_announced,2025(year): project_announced=n_a by Economic Impact Group LLC / Joshua Harrison; 2025(year): other=in_progress by Georgia Power / City of LaGrange,600.0,600.0,600.0,2025-01-01,project_announced,,,,,,2025-01-01,0,False,False,pending,True
Google,300 Riverside Parkway,Lithia Springs,GA,30122,Douglas,33.749466,-84.584785,Operating,,Google,,78,Large (51-99 MW),,,,,,,"1,300,000",,,,Unknown,,,,110061650100,"GOOGLE, LLC",300 RIVERSIDE PARKWAY,LITHIA SPRINGS,GA,518210,7374,N,Y,N,N,N,,Non-M,,Y,,0.25352357887391225,1.35,1.0,1.0,true,true,518210,7374,http://echo.epa.gov/detailed-facility-report?fid=110061650100,high,0,,,,,3,2007-10-09,2007-10-09,2019-09-17,2024-09-30,,NPD,ADC,GA0038920,2007-10-09,3,2008,2018,fully_operational|other|power_purchase_agreement_signed,2008(year): fully_operational=n_a by Google; 2016(year): other=n_a by Google; 2018(year): power_purchase_agreement_signed=n_a by Google,78.0,78.0,78.0,2008-01-01,fully_operational,,,,,,2018-01-01,3653,False,False,pending,True
STACK Atlanta ATL02,808 Factory Shoals Rd,Lithia Springs,GA,30122,Douglas,33.76018,-84.6017,Approved/Permitted/Under construction,,STACK Infrastructure,,160,Hyperscale (100-999 MW),,,,,,,"300,000",64,,,Unknown,,,,110071069247,7435 FACTORY SHOALS EXPANSION,7435 FACTORY SHOALS ROAD,AUSTELL,GA,236220,1542,N,Y,N,N,N,,Non-M,,,,1.319205082081963,1.061,0.292,0.811,true,false,236220,,http://echo.epa.gov/detailed-facility-report?fid=110071069247,low,0,,,,,1,2018-08-01,2018-08-01,2018-08-01,2023-07-31,2024-07-09,GPC,TRM,GAR1890F9,2018-08-01,4,2023-10,2026,construction_started|other|project_announced,2023-10(month): other=filed by STACK Infrastructure; 2024-11-12(day): other=filed by STACK Infrastructure; 2024-11-12(day): project_announced=n_a by STACK Infrastructure; 2026(year): construction_started=n_a by STACK Infrastructure,160.0,160.0,160.0,2023-10-01,other,,,,,,2026-01-01,823,False,False,pending,True
Switch Atlanta: The Keep Campus,580 Douglas Hills Rd,Lithia Springs,GA,30122,Douglas,33.756165,-84.59596,Operating,,Switch SUPERNAP,,150,Hyperscale (100-999 MW),,,,,,,"1,000,000",,,,Unknown,,,,110070012779,CORE 5 LOGISTICS CENTER AT DOUGLAS HILL,850 DOUGLAS HILLS RD,LITHIA SPRINGS,GA,,,N,Y,N,N,N,,Non-M,,,,0.39578173033239433,0.941,0.255,0.941,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110070012779,low,0,,,,,2,2013-09-23,2013-09-23,2013-09-23,2018-07-31,2018-05-07,GPC,EFF|TRM,GAR151497,2013-09-23,1,2025,2025,fully_operational,2025(year): fully_operational=n_a by Switch SUPERNAP,150.0,150.0,150.0,2025-01-01,fully_operational,,,,,,2025-01-01,0,False,False,pending,True
T5 @ Atlanta III,1456 Trae Lane,Lithia Springs,GA,30122,Douglas,33.763447,-84.604774,Operating,,T5,,300,Hyperscale (100-999 MW),,,,,,,"1,600,000",80,,,Unknown,,,,110070667869,"T5@ATLANTA III, LLC.",1456 TRAE LANE,LITHIA SPRINGS,GA,236220,1542,N,Y,N,N,N,,Non-M,,Y,,0.0840582943203222,1.25,1.0,1.0,true,false,236220,,http://echo.epa.gov/detailed-facility-report?fid=110070667869,high,0,,,,,1,2018-08-01,2018-08-01,2018-08-01,2023-07-31,,GPC,EXP,GAR18837D,2018-08-01,6,2018,2023-03-04,other|partial_operational|project_announced|state_environmental_review_decision|state_environmental_review_initiated,2018(year): project_announced=n_a by T5 Data Centers; 2022-06-24(day): state_environmental_review_initiated=filed by Georgia Department of Community Affairs; 2022-10-04(day): other=filed by Georgia Department of Community Affairs; 2023(year): partial_operational=n_a by T5 Data Centers; 2023-02-02(day): state_environmental_review_decision=in_progress by Georgia Department of Community Affairs; 2023-03-04(day): other=approved by Georgia Department of Community Affairs,300.0,300.0,300.0,2018-01-01,project_announced,2023-03-04,other,state,1888,62.0,2023-03-04,1888,True,False,approved,False
Bolingbroke Technology Campus,,Macon,GA,31220,Monroe,32.94087,-83.8188,Suspended,,,,900,Hyperscale (100-999 MW),,,,,,,"5,400,000",,,,Unknown,,,,110070009372,BOLINGBROKE ASPHALT PLANT,5957 HIGHWAY 41 SOUTH,BOLINGBROKE,GA,,2951,N,Y,N,N,N,,Non-M,,Y,,1.1334132951428564,0.596,0.596,0.0,false,false,,,http://echo.epa.gov/detailed-facility-report?fid=110070009372,low,0,,,,,3,2012-06-01,2012-06-01,2022-06-01,2027-05-31,,GPC,ADC|EFF|EXP,GAIS12863,2012-06-01,5,2025-04,2025-08-05,other|project_announced|public_hearing_held|rezoning_council_decision|rezoning_planning_commission_recommendation,"2025-04(month): public_hearing_held=planned by Monroe County; 2025-04-10(day): other=filed by Bolingbroke Technology Center, LLC; 2025-04-10(day): project_announced=n_a by Bolingbroke Technology Center, LLC; 2025-07-28(day): rezoning_planning_commission_recommendation=recommended_denial by Monroe County Planning and Zoning Board; 2025-08-05(day): rezoning_council_decision=planned by Monroe County Board of Commissioners",900.0,900.0,900.0,2025-04-01,public_hearing_held,,,,,,2025-08-05,126,False,True,denied,False
Grindcap,Bells Ferry Rd,Marietta,GA,30066,Cobb,33.99401,-84.5527,Proposed,,,,108,Hyperscale (100-999 MW),,,,,,,,31,,,Unknown,,,,110071446176,BELLS FERRY WMR,BELLS FERRY ROAD,MARIETTA,GA,237130,1623,N,Y,N,N,N,,Non-M,,,,0.5573649107569623,1.1,0.087,1.0,false,true,,1623,http://echo.epa.gov/detailed-facility-report?fid=110071446176,low,0,,,,,2,2018-08-01,2018-08-01,2023-08-01,2028-07-31,2025-05-16,GPC,TRM|EXP,GAR2491F9,2018-08-01,6,2025-06,2025-06,project_announced|public_hearing_held|rezoning_applied|rezoning_council_decision|rezoning_planning_commission_recommendation|special_use_permit_decision,2025-06(month): project_announced=n_a by Grindcap / MMM Acquisitions LLC; 2025-06(month): rezoning_applied=filed by Grindcap / MMM Acquisitions LLC; 2025-06(month): rezoning_planning_commission_recommendation=recommended_approval by Marietta Planning Commission; 2025-06(month): rezoning_council_decision=approved by Marietta City Council; 2025-06(month): special_use_permit_decision=approved by Marietta City Council; 2025-06(month): public_hearing_held=n_a by Marietta City Council,108.0,108.0,108.0,2025-06-01,project_announced,2025-06-01,rezoning_planning_commission_recommendation,local,0,0.0,2025-06-01,0,True,False,approved,False
Marietta Data Center,1751 Bells Ferry Rd,Marietta,GA,30066,Marrietta,33.994106,-84.552986,Proposed,,MMM Acquisitions LLC ,Grindcap,180,Hyperscale (100-999 MW),,,,,,,"347,200",31,,,Unknown,,,,110071886721,BELLS FERRY ES MODULAR BUILDINGS,2600 BELLS FERRY RD,MARIETTA,GA,236220,1542,N,Y,N,N,N,,Non-M,,Y,,1.4692898903942426,1.0,0.208,0.75,true,false,236220,,http://echo.epa.gov/detailed-facility-report?fid=110071886721,low,0,,,,,1,2023-08-01,2023-08-01,2023-08-01,2028-07-31,,GPC,EFF,GAR18B35C,2023-08-01,7,2025-06,2025-06-18,project_announced|public_hearing_held|rezoning_applied|rezoning_council_decision|rezoning_planning_commission_recommendation|special_use_permit_applied|special_use_permit_decision,2025-06(month): rezoning_applied=filed by MMM Acquisitions LLC; 2025-06(month): rezoning_planning_commission_recommendation=recommended_approval by Marietta Planning Commission; 2025-06(month): rezoning_council_decision=approved by Marietta City Council; 2025-06(month): special_use_permit_applied=filed by MMM Acquisitions LLC; 2025-06(month): special_use_permit_decision=approved by Marietta City Council; 2025-06(month): public_hearing_held=n_a by Marietta City Council; 2025-06-18(day): project_announced=n_a by MMM Acquisitions LLC / Grindcap,180.0,180.0,180.0,2025-06-01,rezoning_applied,2025-06-01,rezoning_planning_commission_recommendation,local,0,0.0,2025-06-18,17,True,False,approved,False
Northern Data,,Maysville,GA,30558,Jackson,34.2525,-83.5614,Proposed,,,,120-180,Unknown,,,,,,,,63,,,Unknown,,,,110071252077,NORTH GEORGIA DATA: ACCESS ROAD,INDUSTRAIL DRIVE,MAYSVILLE,GA,236210 236220,1541 1542,N,Y,N,N,N,,Non-M,,Y,,1.007843065142296,0.808,0.558,0.0,true,false,236220,,http://echo.epa.gov/detailed-facility-report?fid=110071252077,low,0,,,,,1,2018-08-01,2018-08-01,2018-08-01,2023-07-31,,GPC,EXP,GAR18988A,2018-08-01,2,2024-12-05,2027,fully_operational|project_announced,2024-12-05(day): project_announced=n_a by Northern Data Group; 2027(year): fully_operational=planned by Northern Data Group,120.0,180.0,150.0,2024-12-05,project_announced,,,,,,2027-01-01,757,False,False,pending,True
Project Sail,1534 Welcome Sargent Rd,Newnan,GA,30263,Coweta,33.43413,-84.8768,Approved/Permitted/Under construction,,Atlas Development,,936,Hyperscale (100-999 MW),,,,13,,,"4,900,000",832,$17 billion,,Yes,,,,110071911683,DOLLAR GENERAL NEWNAN-SARGENT,46 WESTSIDE CT,ATLANTA,GA,236220,1542,N,Y,N,N,N,,Non-M,,Y,,0.255002834948157,0.573,0.323,0.323,true,false,236220,,http://echo.epa.gov/detailed-facility-report?fid=110071911683,medium,0,,,,,1,2023-08-01,2023-08-01,2023-08-01,2028-07-31,,GPC,EFF,GAR18B62A,2023-08-01,5,2025,2025-01-02,moratorium_enacted|project_announced|project_suspended|rezoning_applied|state_environmental_review_initiated,2025(year): moratorium_enacted=n_a by Coweta County; 2025(year): project_suspended=halted by Coweta County; 2025-01(month): state_environmental_review_initiated=filed by Georgia Department of Community Affairs; 2025-01(month): rezoning_applied=filed by Atlas Development LLC; 2025-01-02(day): project_announced=n_a by Atlas Development LLC,936.0,936.0,936.0,2025-01-01,state_environmental_review_initiated,,,,,,2025-01-02,1,False,True,denied,False
