project_facility_name,project_city,project_state,project_county,project_lat,project_long,project_status,project_mw,project_operator,event_type,event_subtype,decision,actor,actor_level,date,date_precision,source_url,source_quote
University of Michigan Los Alamos Data Center,Ypsilanti,MI,Washtenaw,42.20446,-83.5551,Proposed,,Los Alamos National Laboratory,other,700+ signatories petition urging cancellation of $1.2B project and end to Los Alamos partnership,n_a,"University of Michigan employees, faculty, and students",other,2025-12,month,https://planetdetroit.org/2025/12/university-of-michigan-data-center-funding/,"A petition signed by over 700 University of Michigan employees, faculty, and students urges the school to cancel the $1.2 billion project and halt its partnership with Los Alamos"
University of Michigan Los Alamos Data Center,Ypsilanti,MI,Washtenaw,42.20446,-83.5551,Proposed,,Los Alamos National Laboratory,other,Project faces sustained community and local government pressure to relocate from Textile Road site,in_progress,Ypsilanti Township / Community,local,2025,year,other_info,Being pressured to relocate
University of Michigan Los Alamos Data Center,Ypsilanti,MI,Washtenaw,42.20446,-83.5551,Proposed,,Los Alamos National Laboratory,construction_started,Planned construction start year per developer,planned,University of Michigan,developer,2026,year,https://www.datacenterdynamics.com/en/news/opposition-calls-to-relocate-12bn-university-of-michigan-data-centers/,Construction is currently slated to begin in 2026.
Upper Burrell Data Center/TECfusions Keystone Connect,New Kensington (Upper Burrell),PA,Westmoreland,40.5489,-79.6466,Expanding,"12-3,000",TECfusions,land_purchased,,approved,TECfusions,developer,2024-12-02,day,https://www.datacenterdynamics.com/en/news/tecfusions-acquires-former-manufacturing-site-outside-pittsburgh-pennsylvania-for-3gw-data-center-site/,"it had closed on property at a vacant portion of the Arconic campus in Upper Burrell, some 25 miles northeast of Pittsburgh, on December 2."
Upper Burrell Data Center/TECfusions Keystone Connect,New Kensington (Upper Burrell),PA,Westmoreland,40.5489,-79.6466,Expanding,"12-3,000",TECfusions,project_announced,,n_a,TECfusions,developer,2025-01-14,day,https://www.prnewswire.com/news-releases/tecfusions-unveils-massive-1400-acre-data-center-project-in-pennsylvania-revitalizing-former-industrial-plant-302350041.html,"UPPER BURRELL, Pa., Jan. 14, 2025 /PRNewswire/ -- TECfusions...today announced the acquisition of 1395 acres in Upper Burrell, PA, for a groundbreaking data center project, known as TECfusions Keystone Connect."
Upper Burrell Data Center/TECfusions Keystone Connect,New Kensington (Upper Burrell),PA,Westmoreland,40.5489,-79.6466,Expanding,"12-3,000",TECfusions,other,state_grant_awarded,approved,Pennsylvania Redevelopment Assistance Capital Program (RACP),state,2025-01,month,https://www.prnewswire.com/news-releases/tecfusions-unveils-massive-1400-acre-data-center-project-in-pennsylvania-revitalizing-former-industrial-plant-302350041.html,"the company was recently awarded a $2 million grant through Pennsylvania's Redevelopment Assistance Capital Program (RACP)...to incentivize design, acquisition, and construction of improvement projects"
Upper Burrell Data Center/TECfusions Keystone Connect,New Kensington (Upper Burrell),PA,Westmoreland,40.5489,-79.6466,Expanding,"12-3,000",TECfusions,other,first_tenant_signed,n_a,TensorWave,other,2026-01-14,day,https://tecfusions.com/?clarksville#solutions-newkensington,"TensorWave Expands with TECfusions, Splitting 20 MW Across Arizona and Pennsylvania Locations...Largest AMD AI cluster to-date extends TECfusions' rapid-deployment model (TAMPA, FL — January 14, 2026)"
Upper Macungie Data Center,Upper Macungie,PA,Lehigh,40.55624,-75.59831,Proposed,,,project_announced,,n_a,Air Products / Unknown Developer,developer,2025-11-09,day,https://www.mcall.com/2025/11/09/talking-business-with-becky-bradley-the-rise-of-data-centers-crypto-mines-and-smart-manufacturing-and-how-the-lehigh-valley-is-planning-for-it/,"We also have an active development plan for a 2.6 million square foot data mega center on the former Air Products headquarters site in Upper Macungie Township, Lehigh County."
Upper Macungie Data Center,Upper Macungie,PA,Lehigh,40.55624,-75.59831,Proposed,,,site_plan_applied,Township data center plan submission under review,filed,Air Products,developer,2025-11,month,https://www.mcall.com/2025/11/12/large-data-center-in-the-works-for-former-air-products-site-in-upper-macungie/,"An Upper Macungie official confirmed that the township also has received a data center plan, but it is still being processed. After it is accepted by the township, it will be open for public inspection."
Upper Macungie Data Center,Upper Macungie,PA,Lehigh,40.55624,-75.59831,Proposed,,,moratorium_enacted,New data center zoning ordinance adopted by Upper Macungie Township,approved,Upper Macungie Township,local,2025-11,month,https://www.wfmz.com/news/area/lehighvalley/lehigh-county/western-lehigh-county/like-spaghetti-on-the-wall-lvpc-finds-air-products-data-center-plans-lacking/article_6ef5e836-0002-445b-9e52-67f272b8c393.html,"The township did take action on a new zoning ordinance earlier this month, but by then, the Air Products proposal was already on the table."
Upper Macungie Data Center,Upper Macungie,PA,Lehigh,40.55624,-75.59831,Proposed,,,special_use_permit_applied,Zoning Hearing Board application filed for data center on former Air Products site,filed,Air Products,developer,2025-11,month,https://www.wfmz.com/news/area/lehighvalley/lehigh-county/western-lehigh-county/like-spaghetti-on-the-wall-lvpc-finds-air-products-data-center-plans-lacking/article_6ef5e836-0002-445b-9e52-67f272b8c393.html,The application from Air Products had been scheduled for a review by the Upper Macungie Township Zoning Hearing Board later Tuesday.
Upper Macungie Data Center,Upper Macungie,PA,Lehigh,40.55624,-75.59831,Proposed,,,state_environmental_review_initiated,LVPC comprehensive planning committee draft review of data center proposal,in_progress,Lehigh Valley Planning Commission,state,2025-11,month,https://www.wfmz.com/news/area/lehighvalley/lehigh-county/western-lehigh-county/like-spaghetti-on-the-wall-lvpc-finds-air-products-data-center-plans-lacking/article_6ef5e836-0002-445b-9e52-67f272b8c393.html,The project was the subject of a draft review that was discussed at a meeting of the commission's comprehensive planning committee on Tuesday afternoon.
Upper Macungie Data Center,Upper Macungie,PA,Lehigh,40.55624,-75.59831,Proposed,,,public_hearing_held,Full LVPC meeting to review Air Products data center plans (planned),n_a,Lehigh Valley Planning Commission,state,2025-12-18,day,https://www.wfmz.com/news/area/lehighvalley/lehigh-county/western-lehigh-county/like-spaghetti-on-the-wall-lvpc-finds-air-products-data-center-plans-lacking/article_6ef5e836-0002-445b-9e52-67f272b8c393.html,"the committee did vote to send the plans on to the full LVPC, which will meet on Thursday, Dec. 18, at 11 a.m. at 615 Waterfront Drive in Allentown."
Upper Macungie Data Center,Upper Macungie,PA,Lehigh,40.55624,-75.59831,Proposed,,,other,Land sale not completed; Air Products retains ownership of 7201 Hamilton Blvd site,n_a,Air Products,developer,2025-11-12,day,other_info,"Deal not finished yet, Air Products still owns land"
Upper Magnolia Green East,Moseley,VA,Chesterfield,37.42037,-77.75997,Proposed,,,other,proffers executed / rezoning conditions finalized,approved,Chesterfield County,local,2025-04-09,day,https://chesterfieldfits.com/site/wp-content/uploads/2025/05/East.Proffers.Executed.04-09-25-01709493xBE3E4.pdf,East.Proffers.Executed.04-09-25
Upper Magnolia Green West Tract A and Tract B,Moseley,VA,Chesterfield,37.444225,-77.77384,Proposed,,,rezoning_applied,"Executed proffers document for rezoning case 25SN1038, West Tract A",filed,Chesterfield County,local,2025-05-09,day,https://chesterfieldfits.com/site/wp-content/uploads/2025/05/25SN1038.West-Tract-A.-Proffers.-Executed.-5.9.25-01718952xBE3E4.pdf,25SN1038.West-Tract-A.-Proffers.-Executed.-5.9.25
Upson County Megasite,Thomaston,GA,Upson,32.885147,-84.24026,Proposed,,Dominion Capital,land_purchased,,n_a,Dominion Capital,developer,2021,year,https://share.google/8BEoDdGqZgnG90m4o,"sources say the land is held by Dominion Capital, an Atlanta-based holding company that purchased it in 2021."
Upson County Megasite,Thomaston,GA,Upson,32.885147,-84.24026,Proposed,,Dominion Capital,project_announced,,n_a,"SugarOak Realty, LLC",developer,2025,year,https://share.google/8BEoDdGqZgnG90m4o,"SugarOak Realty, LLC is marketing the former W.R. Bean and Son property as a potential ""Megasite,"" aimed at attracting a large-scale data center development."
Upson County Megasite,Thomaston,GA,Upson,32.885147,-84.24026,Proposed,,Dominion Capital,rezoning_planning_commission_recommendation,,recommended_approval,Upson County Planning Commission,local,2025-06-09,day,https://share.google/8BEoDdGqZgnG90m4o,The county planning commission had unanimously recommended approval at its June 9 meeting.
Upson County Megasite,Thomaston,GA,Upson,32.885147,-84.24026,Proposed,,Dominion Capital,rezoning_council_decision,,approved,Upson County Board of Commissioners,local,2025-07-22,day,https://share.google/8BEoDdGqZgnG90m4o,the Upson County Board of Commissioners voted unanimously July 22 to adopt the ordinance in the monthly commissioners' meeting.
Upson County Megasite,Thomaston,GA,Upson,32.885147,-84.24026,Proposed,,Dominion Capital,public_hearing_held,Planned community town hall meeting on data center megasite proposal,planned,Upson County Commissioner Chris Biggs,local,2025,year,https://share.google/8BEoDdGqZgnG90m4o,Upson Commissioner Chris Biggs will hold a town hall meeting once all parties involved are able to coordinate schedules.
Urban Story Ventures Data Center,Chattanooga,TN,Hamilton,35.049557,-85.30803,Proposed,,,project_announced,Project planning announced at county commission meeting,planned,Urban Story Ventures,developer,2026-01-07,day,https://www.datacenterdynamics.com/en/news/former-jail-in-chattanooga-tennessee-targeted-for-production-space-and-data-center/,local developer Urban Story Ventures is planning to convert the former Hamilton County Jail into Jailhouse Studios... minutes from a January 7 county commission meeting
Urban Story Ventures Data Center,Chattanooga,TN,Hamilton,35.049557,-85.30803,Proposed,,,public_hearing_held,County commission meeting where project was discussed,n_a,Hamilton County Commission,local,2026-01-07,day,https://www.datacenterdynamics.com/en/news/former-jail-in-chattanooga-tennessee-targeted-for-production-space-and-data-center/,"The project could be completed within 18 months, according to minutes from a January 7 county commission meeting."
Urban Story Ventures Data Center,Chattanooga,TN,Hamilton,35.049557,-85.30803,Proposed,,,other,Request for information (RFI) issued by county for site redevelopment,n_a,Hamilton County,local,2025,year,https://www.datacenterdynamics.com/en/news/former-jail-in-chattanooga-tennessee-targeted-for-production-space-and-data-center/,The county put out a request for information to redevelop the site last year.
Urban Story Ventures Data Center,Chattanooga,TN,Hamilton,35.049557,-85.30803,Proposed,,,other,Community opposition petition filed on Change.org,n_a,Residents / Community Members,other,2026-01,month,https://www.datacenterdynamics.com/en/news/former-jail-in-chattanooga-tennessee-targeted-for-production-space-and-data-center/,Nearly 900 residents have signed a Change.org petition against the potential project at the time of writing.
US Internet Data Center,Minneapolis,MN,Hennepin,45.02485,-93.3328,Proposed,,,land_purchased,,n_a,US Internet,developer,2025,year,https://www.datacenterdynamics.com/en/news/minnesota-abortion-clinic-site-set-to-be-turned-into-data-center-pro-life-memorial-held/,"US Internet, a local ISP, acquired the property earlier this year and is set to demolish the existing building and develop a 4,000 sq ft (371 sqm) data center."
US Internet Data Center,Minneapolis,MN,Hennepin,45.02485,-93.3328,Proposed,,,variance_decision,,approved,Robbinsdale City Council,local,2025-03,month,https://www.datacenterdynamics.com/en/news/minnesota-abortion-clinic-site-set-to-be-turned-into-data-center-pro-life-memorial-held/,Robbinsdale City Council approved a variance and conditional use permit for the project in March.
US Internet Data Center,Minneapolis,MN,Hennepin,45.02485,-93.3328,Proposed,,,conditional_use_permit_decision,,approved,Robbinsdale City Council,local,2025-03,month,https://www.datacenterdynamics.com/en/news/minnesota-abortion-clinic-site-set-to-be-turned-into-data-center-pro-life-memorial-held/,Robbinsdale City Council approved a variance and conditional use permit for the project in March.
US Internet Data Center,Minneapolis,MN,Hennepin,45.02485,-93.3328,Proposed,,,project_announced,"Design completion announced; article published August 01, 2025",n_a,US Internet,developer,2025-08-01,day,https://www.datacenterdynamics.com/en/news/minnesota-abortion-clinic-site-set-to-be-turned-into-data-center-pro-life-memorial-held/,Meyer Group Architecture recently announced it has completed the design of US Internet's Robbinsdale Central Office building.
US Internet Data Center,Minneapolis,MN,Hennepin,45.02485,-93.3328,Proposed,,,other,Community memorial service held at site prior to demolition,n_a,Pro-Life Action,other,2025,year,https://www.datacenterdynamics.com/en/news/minnesota-abortion-clinic-site-set-to-be-turned-into-data-center-pro-life-memorial-held/,"Pro-Life Action recently held a memorial service at an abortion clinic in Robbinsdale, where US Internet is planning to build the data center."
US Signal Data Center,Aurora,IL,Kane,41.772236,-88.21706,Operating,1.35,,land_purchased,,approved,US Signal,developer,2026-02,month,https://www.datacenterdynamics.com/en/news/us-signal-acquires-data-center-in-aurora-illinois/,"The company this week announced the acquisition of a new data center in Aurora, on the western outskirts of Chicago."
US Signal Data Center,Aurora,IL,Kane,41.772236,-88.21706,Operating,1.35,,project_announced,,n_a,US Signal,developer,2026-02-02,day,https://www.datacenterdynamics.com/en/news/us-signal-acquires-data-center-in-aurora-illinois/,"February 02, 2026 ... US Signal has acquired a data center outside Chicago, Illinois."
US Signal Data Center,Aurora,IL,Kane,41.772236,-88.21706,Operating,1.35,,fully_operational,,n_a,US Signal,developer,2026-02,month,https://www.datacenterdynamics.com/en/news/us-signal-acquires-data-center-in-aurora-illinois/,"The 70,000 sq ft facility totals 1.35MW across 33,000 sq ft of white space. US Signal said it will begin executing expansion plans to increase capacity to 4MW critical."
US Signal Data Center,Aurora,IL,Kane,41.772236,-88.21706,Operating,1.35,,other,expansion_planned,planned,US Signal,developer,2026-02,month,https://www.datacenterdynamics.com/en/news/us-signal-acquires-data-center-in-aurora-illinois/,US Signal said it will begin executing expansion plans to increase capacity to 4MW critical (6MW commercial) capacity and will immediately deploy cloud and virtualization services.
US Signal Data Center,Belleville,MI,Wayne,42.23536,-83.4441,Expanding,1.5,,construction_started,,n_a,US Signal,developer,2018,year,https://www.datacenterdynamics.com/en/news/panattoni-looks-to-develop-1gw-data-center-campus-outside-detroit-michigan/,"After breaking ground in 2018, US Signal launched the facility in Van Buren in March 2020."
US Signal Data Center,Belleville,MI,Wayne,42.23536,-83.4441,Expanding,1.5,,special_use_permit_decision,,approved,Van Buren Township Planning Commission,local,2019-05,month,https://www.datacenterdynamics.com/en/news/panattoni-looks-to-develop-1gw-data-center-campus-outside-detroit-michigan/,The company received planning approval for the first building from the planning commission in May 2019.
US Signal Data Center,Belleville,MI,Wayne,42.23536,-83.4441,Expanding,1.5,,fully_operational,,n_a,US Signal,developer,2020-03,month,https://www.datacenterdynamics.com/en/news/panattoni-looks-to-develop-1gw-data-center-campus-outside-detroit-michigan/,"After breaking ground in 2018, US Signal launched the facility in Van Buren in March 2020."
US Signal Data Center,Belleville,MI,Wayne,42.23536,-83.4441,Expanding,1.5,,project_announced,,n_a,US Signal,developer,2025-06-08,day,https://www.datacenterdynamics.com/en/news/us-signal-to-expand-capacity-at-data-centers-in-michigan-detroit/,The company this week announced new investments in its Detroit Metro and Des Moines data centers... US Signal is adding 3MW of commercial power at its MI03 Detroit Metro data center
US Signal Data Center,Belleville,MI,Wayne,42.23536,-83.4441,Expanding,1.5,,other,expansion_power_addition,planned,US Signal,developer,2025-06-08,day,https://www.datacenterdynamics.com/en/news/us-signal-to-expand-capacity-at-data-centers-in-michigan-detroit/,US Signal is adding 3MW of commercial power at its MI03 Detroit Metro data center
US Signal Data Center,Belleville,MI,Wayne,42.23536,-83.4441,Expanding,1.5,,site_plan_applied,,filed,US Signal Properties LLC,developer,2025-12,month,https://www.datacenterdynamics.com/en/news/panattoni-looks-to-develop-1gw-data-center-campus-outside-detroit-michigan/,"This month also saw US Signal file to continue phased construction of a data center site in Van Buren... requesting that phases II and III comprise a 35,000 sq ft addition and a future Phase IV"
US Signal Data Center,Belleville,MI,Wayne,42.23536,-83.4441,Expanding,1.5,,site_plan_approved,,recommended_approval,Van Buren Township City Staff,local,2025-12,month,https://www.datacenterdynamics.com/en/news/panattoni-looks-to-develop-1gw-data-center-campus-outside-detroit-michigan/,"Via U.S. Signal Properties LLC, the company is now requesting that phases II and III comprise a 35,000 sq ft addition... City staff recommended approval."
US Signal Data Center,Indianapolis,IN,Marion,39.87038,-86.2369,Operating,,,project_announced,,n_a,US Signal,developer,2023-12,month,https://www.datacenterdynamics.com/en/news/us-signal-acquires-data-center-in-indianapolis-indiana/,"The company – which provides cloud, network, and data center services – this week announced the acquisition of its second data center in Indianapolis."
US Signal Data Center,Indianapolis,IN,Marion,39.87038,-86.2369,Operating,,,land_purchased,,approved,US Signal,developer,2023-12,month,https://www.datacenterdynamics.com/en/news/us-signal-acquires-data-center-in-indianapolis-indiana/,"US Signal told DCD it acquired the facility and land from the 'previous ownership group,' and did not acquire the Rack Bunker business."
US Signal Data Center,Indianapolis,IN,Marion,39.87038,-86.2369,Operating,,,fully_operational,Facility already operational at time of acquisition (previously Rack Bunker),n_a,US Signal,developer,2023-12,month,https://www.datacenterdynamics.com/en/news/us-signal-acquires-data-center-in-indianapolis-indiana/,"The 9,600-square-foot (890 sqm), 2MW, single-story facility is located at 6325 Morenci Trail."
VA6B1 and VA6B2,Manassas,VA,Prince William,38.76804,-77.53841,Operating,,IRON MOUNTAIN DATA CENTERS LLC,land_purchased,,n_a,Iron Mountain Data Centers LLC,developer,2022-05-10,day,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=270074,2022/05/10 $0 IRON MOUNTAIN DATA CENTERS LLC PX 202205100036611
VA6B1 and VA6B2,Manassas,VA,Prince William,38.76804,-77.53841,Operating,,IRON MOUNTAIN DATA CENTERS LLC,land_purchased,Parcel reconfiguration transfer,n_a,Iron Mountain Data Centers LLC,developer,2023-09-01,day,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=270074,2023/09/01 $0 IRON MOUNTAIN DATA CENTERS LLC PX 202309010045926
VA6B1 and VA6B2,Manassas,VA,Prince William,38.76804,-77.53841,Operating,,IRON MOUNTAIN DATA CENTERS LLC,land_purchased,Incorporate sale transfer (XI) to Virginia 6 LLC entity,n_a,Iron Mountain Data Centers Virginia 6 LLC,developer,2023-11-16,day,https://pwc.publicaccessnow.com/PropertyDetail.aspx?mtab=property&mpropertynumber=270074,2023/11/16 $0 IRON MOUNTAIN DATA CENTERS VIRGINIA 6 LLC XI 202311160059515
VALCO Data Center Park,Ruther Glen,VA,Caroline,37.93823,-77.54898,Proposed,,,project_announced,,planned,VALCO CAROLINE COUNTY,developer,<UNKNOWN>,year,other_info,"Project covers more than one parcel, the acreage represents the combined acreage"
Valor C3 Data Center,Oklahoma City,OK,Oklahoma,35.42508,-97.5998,Operating,,,fully_operational,,n_a,Valor C3,developer,2025-05-24,day,https://kfor.com/news/local/new-tornado-proof-data-center-in-okc/,"The hub of data servers is housed in an inconspicuous 162,000 sq. ft. facility near the Will Rogers International Airport called the Valor C3 Data Center."
Valor C3 Data Center,Oklahoma City,OK,Oklahoma,35.42508,-97.5998,Operating,,,other,facility_feature_reported,n_a,Valor C3,developer,2025-05-24,day,https://kfor.com/news/local/new-tornado-proof-data-center-in-okc/,"Valor C3 was built to withstand EF-5 tornadoes... 'Now you have walked into the EF-5 rated area,' said Shelton as he walked through a set of blast doors."
Vantage Data Center,Douglasville,GA,Douglas,33.71054,-84.6269,Proposed,,,project_announced,,n_a,Vantage Data Centers,developer,2023-08-21,day,https://www.datacenterdynamics.com/en/news/vantage-plots-data-center-campus-in-atlanta-georgia/,"Vantage Data Centers plans to build a new campus in the Douglas County area of Atlanta, Georgia."
Vantage Data Center,Douglasville,GA,Douglas,33.71054,-84.6269,Proposed,,,state_environmental_review_initiated,Development of Regional Impact (DRI) filing,filed,Vantage Data Centers,developer,2023-08,month,https://www.datacenterdynamics.com/en/news/vantage-plots-data-center-campus-in-atlanta-georgia/,according to a filing with the state through the Developments of Regional (DRI) program.
Vantage Data Center,Fredericksburg,VA,Spotsylvania,38.39153,-77.46516,Operating,,,other,facility_listed_as_operating,n_a,Vantage Data Centers,developer,<UNKNOWN>,year,https://vantage-dc.com/company/contact-us/,"Fredericksburg Campus 225 Centreport Parkway Fredericksburg, VA 22406 USA"
Vantage Data Center,Goodyear,AZ,Maricopa,33.44718,-112.373,Approved/Permitted/Under construction,176,Vantage Data Centers,land_purchased,,n_a,Vantage Data Centers,developer,2019,year,https://www.datacenterdynamics.com/en/news/vantage-completes-construction-on-first-data-center-in-goodyear-arizona/,Vantage bought the land in early 2019 and began construction work the same year.
Vantage Data Center,Goodyear,AZ,Maricopa,33.44718,-112.373,Approved/Permitted/Under construction,176,Vantage Data Centers,construction_started,Phase I construction started,n_a,Vantage Data Centers,developer,2019,year,https://www.datacenterdynamics.com/en/news/vantage-completes-construction-on-first-data-center-in-goodyear-arizona/,Vantage bought the land in early 2019 and began construction work the same year.
Vantage Data Center,Goodyear,AZ,Maricopa,33.44718,-112.373,Approved/Permitted/Under construction,176,Vantage Data Centers,other,Phase I topping-out ceremony (32MW facility),n_a,Vantage Data Centers,developer,2021-11-24,day,https://www.datacenterdynamics.com/en/news/vantage-completes-construction-on-first-data-center-in-goodyear-arizona/,The company this week announced the topping-out of its first 32MW data center on the 160MW campus outside of Phoenix.
Vantage Data Center,Goodyear,AZ,Maricopa,33.44718,-112.373,Approved/Permitted/Under construction,176,Vantage Data Centers,partial_operational,Phase I scheduled operational date (spring 2022),planned,Vantage Data Centers,developer,2022,year,https://www.datacenterdynamics.com/en/news/vantage-completes-construction-on-first-data-center-in-goodyear-arizona/,The first phase of development will be comprised of a single-story facility and is scheduled to be operational by spring 2022.
Vantage Data Center,Goodyear,AZ,Maricopa,33.44718,-112.373,Approved/Permitted/Under construction,176,Vantage Data Centers,other,Phase II topping-out ceremony,n_a,Vantage Data Centers,developer,2023-07-06,day,https://vantage-dc.com/news/vantage-data-centers-and-mccarthy-building-companies-celebrate-topping-out-of-construction-on-phase-ii-of-major-data-center-project-in-goodyear-ariz/?utm_source=chatgpt.com,McCarthy Building Companies recently completed the topping out milestone for Phase II...hosting a celebratory ceremony yesterday with Goodyear Mayor Joe Pizzillo in attendance.
Vantage Data Center,Goodyear,AZ,Maricopa,33.44718,-112.373,Approved/Permitted/Under construction,176,Vantage Data Centers,other,OSHA VPP STAR safety designation awarded,granted,OSHA,federal,2023,year,https://vantage-dc.com/news/vantage-data-centers-and-mccarthy-building-companies-celebrate-topping-out-of-construction-on-phase-ii-of-major-data-center-project-in-goodyear-ariz/?utm_source=chatgpt.com,"In spring 2023, the Vantage Data Centers expansion received a VPP STAR designation, which is the Occupational Safety and Health Administration's (OSHA) highest program of safety recognition."
Vantage Data Center,Goodyear,AZ,Maricopa,33.44718,-112.373,Approved/Permitted/Under construction,176,Vantage Data Centers,partial_operational,Phase II scheduled operational date (spring 2024),planned,Vantage Data Centers,developer,2024,year,https://vantage-dc.com/news/vantage-data-centers-and-mccarthy-building-companies-celebrate-topping-out-of-construction-on-phase-ii-of-major-data-center-project-in-goodyear-ariz/?utm_source=chatgpt.com,Phase II of the project is scheduled to be operational in the spring of 2024.
Vantage Data Center,Millersport,OH,Fairfield,39.89945,-82.5619,Proposed,800,Vantage,other,annexation_approved,approved,Fairfield County Commissioners,local,2025-05,month,https://www.nbc4i.com/news/local-news/fairfield-county/some-residents-hesitant-about-new-1-billion-data-center-headed-for-central-ohio/,"In mid-May, the Fairfield County Commissioners approved a 500-acre annex to the village of Millersport from neighboring Walnut Township to house a new data center."
Vantage Data Center,Millersport,OH,Fairfield,39.89945,-82.5619,Proposed,800,Vantage,other,state_siting_board_application_filed – Millersport Energy Center (behind-the-meter power facility),filed,Millersport Energy Center,developer,2025-05,month,https://www.nbc4i.com/news/local-news/fairfield-county/some-residents-hesitant-about-new-1-billion-data-center-headed-for-central-ohio/,"In May, the Millersport Energy Center submitted a proposal to the Ohio Power Siting Board detailing a power-generating facility that would provide 480 megawatts initially, but offer the eventual capacity of up to 1,600 MW."
Vantage Data Center,Millersport,OH,Fairfield,39.89945,-82.5619,Proposed,800,Vantage,project_announced,,n_a,Vantage Data Centers,developer,2025-05-30,day,https://www.dispatch.com/story/news/2025/05/30/vantage-data-center-campus-millersport-ohio-tech/83921180007/,A more than $1 billion data center campus planned for Millersport is expected to eventually create hundreds of new jobs.
Vantage Data Center,Millersport,OH,Fairfield,39.89945,-82.5619,Proposed,800,Vantage,public_hearing_held,,planned,Ohio Power Siting Board,state,2025-07-16,day,https://www.nbc4i.com/news/local-news/fairfield-county/some-residents-hesitant-about-new-1-billion-data-center-headed-for-central-ohio/,The first of two public meetings about the project will take place July 16 at the Millersport Celebrations Banquet Hall.
Vantage Data Center,Millersport,OH,Fairfield,39.89945,-82.5619,Proposed,800,Vantage,project_withdrawn,,withdrawn,Millersport Energy Center,developer,2025-09,month,https://www.nbc4i.com/news/local-news/fairfield-county/2-1-billion-vantage-data-center-announced-for-fairfield-county/,"An application filed with the Ohio Power Siting Board offered more details...However, the energy center application was withdrawn in September with little explanation."
Vantage Data Center,Millersport,OH,Fairfield,39.89945,-82.5619,Proposed,800,Vantage,other,"development_agreement_considered – county, Millersport village, and Vantage Data Centers",in_progress,Fairfield County Commissioners,local,2025-10-14,day,https://www.nbc4i.com/news/local-news/fairfield-county/2-1-billion-vantage-data-center-announced-for-fairfield-county/,"On Tuesday, Fairfield County commissioners considered a development agreement between the county, Millersport and Vantage Data Centers, indicating county support for construction."
Vantage Data Center,Millersport,OH,Fairfield,39.89945,-82.5619,Proposed,800,Vantage,project_announced,,n_a,Governor Mike DeWine / State of Ohio,state,2025-10-15,day,https://www.nbc4i.com/news/local-news/fairfield-county/2-1-billion-vantage-data-center-announced-for-fairfield-county/,Gov. Mike DeWine said the project will be an investment twice that size and plans to create 37 full-time positions at a site off State Routes 204 and 37.
Vantage Data Center,Millersport,OH,Fairfield,39.89945,-82.5619,Proposed,800,Vantage,other,state_tax_incentive_granted – 50% tax exemption for 10 years,approved,State of Ohio,state,2025-10-15,day,https://www.nbc4i.com/news/local-news/fairfield-county/2-1-billion-vantage-data-center-announced-for-fairfield-county/,DeWine said Vantage received a 50% tax exemption for 10 years on certain purchases related to the Millersport project.
Vantage Data Center,Millersport,OH,Fairfield,39.89945,-82.5619,Proposed,800,Vantage,project_withdrawn,,withdrawn,Millersport Energy Center,developer,2025-09,month,other_info,"Behind the meter 800 MW Millersport Energy Center was withdrawn, making it unclear how this data center will be powered (https://opsb.ohio.gov/cases/25-0584-el-bgn)"
Vantage Data Center,Millersport,OH,Fairfield,39.89945,-82.5619,Proposed,800,Vantage,construction_started,,planned,Vantage Data Centers,developer,2025,year,https://www.dispatch.com/story/news/2025/05/30/vantage-data-center-campus-millersport-ohio-tech/83921180007/,"Construction is expected to begin before the end of the year, and the first building on the data center campus could open in 2027."
Vantage Data Center,Millersport,OH,Fairfield,39.89945,-82.5619,Proposed,800,Vantage,partial_operational,,planned,Vantage Data Centers,developer,2027,year,https://www.dispatch.com/story/news/2025/05/30/vantage-data-center-campus-millersport-ohio-tech/83921180007/,"the first building on the data center campus could open in 2027, Fairfield County Economic Development Director Rick Szabrak told The Dispatch."
VANTAGE DATA CENTERS VA11,Sterling,VA,Loudoun,39.002132,-77.43738,Operating,,VANTAGE DATA CENTERS VA11 LLC,fully_operational,,n_a,Vantage Data Centers,developer,2019,year,https://datacenterhawk.com/marketplace/providers/vantage-data-centers/45200-vantage-data-plaza/va11,"Building Year Built 2019 Purpose Built or Retrofit Purpose Built Building Size 720,000 SF"
VANTAGE DATA CENTERS VA11,Sterling,VA,Loudoun,39.002132,-77.43738,Operating,,VANTAGE DATA CENTERS VA11 LLC,other,facility_commissioned,n_a,Vantage Data Centers,developer,2019,year,https://datacenterhawk.com/marketplace/providers/vantage-data-centers/45200-vantage-data-plaza/va11,Commissioned This facility has been commissioned.
VANTAGE DATA CENTERS VA12,Sterling,VA,Loudoun,39.003056,-77.4401,Operating,,VANTAGE DATA CENTERS VA12 LLC,fully_operational,Facility listed as Operating status by FracTracker,n_a,Vantage Data Centers VA12 LLC,developer,2024,year,other_info,Computer Center
Vantage: Stacks Rd project,Atlanta,GA,Fulton,33.60657,-84.5304,Proposed,,,other,Development of Regional Impact (DRI) application filed with Georgia Department of Community Affairs,filed,Georgia Department of Community Affairs,state,2024-08,month,https://www.datacenterdynamics.com/en/news/vantage-files-for-two-data-center-campuses-outside-atlanta-georgia/,The company this month filed two Developments of Regional Impact applications with the Georgia Department of Community Affairs for data center campuses in South Fulton in Fulton County
