facility_name,city,state,county,lat,long,status,mw,operator_name,n_llm_events,earliest_llm_event_date,latest_llm_event_date,llm_event_types,timeline_summary
Middletown Data Center,MIddletown,VA,Frederick,39.01765,-78.29093,Operating,6.7,MIDDLETOWN DATA CENTER LLC,3,2018-10-29,2023-01-01,fully_operational|land_purchased|other,2018-10-29(day): land_purchased=n_a by Middletown Data Center LLC; 2023(year): fully_operational=n_a by Middletown Data Center LLC; 2023-01-01(day): other=n_a by Frederick County Commissioner of the Revenue
Project Loch,Midlothian,VA,Chesterfield,37.499065,-77.69161,Proposed,,,2,2025,2025-05-09,other|rezoning_applied,2025(year): rezoning_applied=filed by Chesterfield County; 2025-05-09(day): other=n_a by unknown
Province Group @Powhatan Technology Park,MIDLOTHIAN,VA,Powhatan,37.50839,-77.73239,Approved/Permitted/Under construction,"365-2,400",Province Group,11,2024-05,2025-11-13,conditional_use_permit_decision|other|project_announced|public_hearing_held|rezoning_applied|rezoning_council_decision|rezoning_planning_commission_recommendation,2024-05(month): rezoning_applied=filed by Province Group; 2024-05-13(day): project_announced=n_a by Province Group; 2024-06-04(day): public_hearing_held=n_a by Powhatan County Planning Department; 2024-08(month): rezoning_planning_commission_recommendation=recommended_denial by Powhatan County Planning Commission; 2024-11-01(day): rezoning_council_decision=approved by Powhatan County Board of Supervisors; 2024-11-01(day): conditional_use_permit_decision=approved by Powhatan County Board of Supervisors; 2025-10(month): rezoning_planning_commission_recommendation=recommended_denial by Powhatan County Planning Commission; 2025-10-28(day): rezoning_council_decision=approved by Powhatan County Board of Supervisors; 2025-11-13(day): other=approved by Powhatan County Board of Supervisors; 2025-11-13(day): other=n_a by Province Group / Newport Equities LLC; 2025-11-13(day): other=n_a by Province Group
Project Loch (Google),Midloththian,VA,Chesterfield,37.49932,-77.6884,Proposed,,Google,5,2025-05,2025-08-27,land_purchased|other|project_announced|rezoning_council_decision,2025-05(month): rezoning_council_decision=approved by Chesterfield County Board of Supervisors / EDA; 2025-06(month): other=approved by Chesterfield County Board of Supervisors; 2025-06(month): land_purchased=n_a by Aeris Investments (Google); 2025-08-27(day): project_announced=n_a by Google; 2025-08-27(day): other=n_a by Google
Lake Anna Tech Campus,Mineral,VA,Louisa,38.04825,-77.80991,Proposed,,Amazon,7,2023-04,2040,USACE_404_applied|construction_started|fully_operational|other|partial_operational|project_announced|water_permit_applied,"2023-04(month): other=approved by Louisa County Board of Supervisors; 2023-08(month): project_announced=n_a by Amazon Web Services / Louisa County; 2023-09-01(day): USACE_404_applied=filed by Amazon Web Services / REB Investment Company, LLC; 2023-09-01(day): water_permit_applied=filed by Amazon Web Services / REB Investment Company, LLC; 2024-04(month): construction_started=planned by Amazon Web Services; 2025(year): partial_operational=planned by Amazon Web Services; 2040(year): fully_operational=planned by Amazon Web Services"
Project Skye (Google),Moseley,VA,Chesterfield,37.44824,-77.781,Proposed,,Google,4,2025-05,2025-08-28,land_purchased|other|project_announced|rezoning_council_decision,2025-05(month): rezoning_council_decision=approved by Chesterfield County (EDA-initiated application); 2025-06(month): other=approved by Chesterfield County Board of Supervisors; 2025-06(month): land_purchased=n_a by Skyward Holdings (Google LLC); 2025-08-28(day): project_announced=n_a by Google
Upper Magnolia Green East,Moseley,VA,Chesterfield,37.42037,-77.75997,Proposed,,,1,2025-04-09,2025-04-09,other,2025-04-09(day): other=approved by Chesterfield County
Upper Magnolia Green West Tract A and Tract B,Moseley,VA,Chesterfield,37.444225,-77.77384,Proposed,,,1,2025-05-09,2025-05-09,rezoning_applied,2025-05-09(day): rezoning_applied=filed by Chesterfield County
EdgeConneX Norfolk,Norfolk,VA,Norfolk,36.86186,-76.235344,Operating,,"Warehouse 888, Llc",1,<UNKNOWN>,<UNKNOWN>,partial_operational,"<UNKNOWN>(year): partial_operational=n_a by EdgeConneX / Warehouse 888, LLC"
Zone5,Norfolk,VA,Norfolk,36.87813,-76.21608,Operating,,Fair Holdings Llc,0,,,,
Perspecta Datacenter Campus,Oak Hill,VA,Fairfax,38.923347,-77.426834,Expanding,,Amazon,1,2025,2025,other,2025(year): other=in_progress by Amazon
Convergent Technology Park,Remington,VA,Fauquier,38.546986,-77.80626,Proposed,,Convergent VA LLC,1,<UNKNOWN>,<UNKNOWN>,other,<UNKNOWN>(year): other=filed by Convergent VA LLC
Gigaland LLC Data Center,Remington,VA,Fauquier,38.5367,-77.7811,Suspended,,,10,2023-10,2025-09-01,land_purchased|other|project_announced|project_withdrawn|public_hearing_held|rezoning_applied|rezoning_planning_commission_recommendation|special_use_permit_applied,2023-10(month): land_purchased=n_a by Gigaland LLC; 2024-01(month): project_announced=n_a by Gigaland LLC; 2024-01(month): rezoning_applied=filed by Gigaland LLC; 2024-01(month): special_use_permit_applied=filed by Gigaland LLC; 2024-06-18(day): rezoning_planning_commission_recommendation=recommended_denial by Fauquier County Planning Commission; 2024-07(month): public_hearing_held=n_a by Fauquier County Board of Supervisors; 2024-07-23(day): public_hearing_held=n_a by Gigaland LLC; 2025(year): other=in_progress by Gigaland LLC; 2025-08(month): project_withdrawn=withdrawn by Gigaland LLC; 2025-09-01(day): other=planned by Gigaland LLC
Gigaland Remington,Remington,VA,Fauquier,38.534485,-77.78287,Proposed,,Gigaland Data Centers,5,2023-10,2024-02,land_purchased|other|project_announced|public_hearing_held|rezoning_applied,2023-10(month): land_purchased=n_a by Gigaland Data Centers; 2023-12(month): other=n_a by Fauquier County Board of Supervisors; 2024(year): rezoning_applied=planned by Gigaland Data Centers; 2024-01(month): public_hearing_held=n_a by Gigaland Data Centers; 2024-02(month): project_announced=n_a by Gigaland Data Centers
Remington Innovation Campus,REMINGTON,VA,Fauquier,38.56304,-77.77671,Proposed,,,0,,,,
Remington Technology Park,Remington,VA,Fauquier,38.54051,-77.78908,Proposed,300,REMINGTON TECHNOLOGY PARK LTD PTNRSHP,0,,,,
SAMX Data Center,Remington,VA,Fauquier,38.543182,-77.7834,Proposed,,SAMX Data,1,<UNKNOWN>,<UNKNOWN>,other,<UNKNOWN>(year): other=n_a by SAMX Data
Coresite 12100 SV & 12098 SV,Reston,VA,Fairfax,38.948456,-77.371704,Expanding,,Coresite,1,2025,2025,other,2025(year): other=in_progress by Coresite
LEMUR PROPERTIES LLC,Reston,VA,Fairfax,38.948555,-77.32714,Operating,,Digital Realty,1,2025,2025,fully_operational,2025(year): fully_operational=n_a by Digital Realty
RDC-1807 MICHAEL FARADAY COURT,Reston,VA,Fairfax,38.948864,-77.32922,Operating,,RDC-1807 MICHAEL FARADAY COURT LLC,0,,,,
Science Applications International Corp (SAIC),Reston,VA,Fairfax,38.952652,-77.34998,Operating,,DISCOVERY SQUARE LLC,1,2001,2001,fully_operational,2001(year): fully_operational=n_a by Discovery Square LLC
SUNRISE TECHNOLOGY PARK,Reston,VA,Fairfax,38.950703,-77.36489,Operating,,Coresite,1,2025,2025,fully_operational,2025(year): fully_operational=n_a by Coresite
Azalea,Richmond,VA,Henrico,37.604717,-77.423416,Proposed,10,BWS Enterprises,5,1998,2024-08-19,conditional_use_permit_applied|other|project_announced|public_hearing_held|rezoning_planning_commission_recommendation,1998(year): other=n_a by BWS Enterprises; 2024-08(month): project_announced=filed by DC Blox / BWS Enterprises; 2024-08(month): public_hearing_held=n_a by Henrico County Planning Commission; 2024-08(month): conditional_use_permit_applied=filed by DC Blox / BWS Enterprises; 2024-08-19(day): rezoning_planning_commission_recommendation=in_progress by Henrico County Planning Commission
Richmond Data Center,Richmond,VA,Henrico,37.60576,-77.4211,Operating,,,4,2024-10,2025-02,land_purchased|rezoning_applied|rezoning_council_decision|rezoning_planning_commission_recommendation,2024-10(month): rezoning_planning_commission_recommendation=recommended_denial by Henrico Planning Commission; 2025-02(month): land_purchased=n_a by DC Blox; 2025-02(month): rezoning_applied=filed by DC Blox; 2025-02(month): rezoning_council_decision=in_progress by Henrico Board of Supervisors
Infotel Systems Data Center,Richmond,VA,Henrico,37.61285,-77.47348,Operating,,Infotel,0,,,,
Lumen Richmond 1,Richmond,VA,Henrico,37.646786,-77.438446,Operating,,LEVEL 3 COMMUNICATIONS LLC,0,,,,
Wagner Urban Logistics LLC Data Center,Richmond,VA,Henrico,37.48448,-77.3579,Suspended,,,4,2025,2025-09-11,conditional_use_permit_applied|other|public_hearing_held|rezoning_planning_commission_recommendation,2025(year): conditional_use_permit_applied=filed by Wagner Urban Logistics LLC; 2025-08(month): other=recommended_approval by Henrico County Planning Department; 2025-09-11(day): public_hearing_held=n_a by Henrico Planning Commission; 2025-09-11(day): rezoning_planning_commission_recommendation=recommended_denial by Henrico Planning Commission
Google Data Center: Center for Research and Technology,Roanoke,VA,Roanoke,37.33734,-79.9992,Proposed,,Google,6,2024,2028,construction_started|fully_operational|land_purchased|other|power_purchase_agreement_signed|project_announced,2024(year): power_purchase_agreement_signed=n_a by Google / Rocky Forge Wind Farm; 2024-06-20(day): land_purchased=n_a by Helio Capital LLC / Google; 2024-06-24(day): project_announced=n_a by Botetourt County / Google (via Helio Capital LLC); 2024-06-24(day): other=n_a by Helio Capital LLC / Botetourt County; 2025(year): construction_started=planned by Helio Capital LLC / Google; 2028(year): fully_operational=planned by Helio Capital LLC / Google
Google Data Center: Summit View Business Park,Rocky Mount,VA,Franklin,37.07742,-79.9252,Proposed,,Google,5,2024,2028,construction_started|fully_operational|land_purchased|power_purchase_agreement_signed|project_announced,2024(year): power_purchase_agreement_signed=approved by Google / Rocky Forge Wind Farm; 2024-06-20(day): land_purchased=approved by Botetourt County; 2024-06-24(day): project_announced=n_a by Google / Helio Capital LLC / Botetourt County; 2025(year): construction_started=planned by Helio Capital LLC; 2028(year): fully_operational=planned by Helio Capital LLC
Green Energy Center,Rushmere,VA,Surry,37.152023,-76.685074,Proposed,,Green Energy Partners,4,2023-04,2023-08,construction_started|land_purchased|other|project_announced,2023-04(month): project_announced=n_a by Green Energy Partners LLC; 2023-04(month): land_purchased=n_a by Green Energy Partners LLC; 2023-04(month): construction_started=planned by Green Energy Partners LLC; 2023-08(month): other=n_a by Green Energy Partners LLC / IP3 Corporation
ADP Ladysmith Data Hub,Ruther Glen,VA,Caroline,38.00433,-77.50445,Proposed,,,0,,,,
Airlee Industrial and Data Center Site,Ruther Glen,VA,Caroline,37.997375,-77.50243,Proposed,,,1,<UNKNOWN>,<UNKNOWN>,project_announced,<UNKNOWN>(year): project_announced=planned by unknown
Carmel Church Data Hub,Ruther Glen,VA,Caroline,37.939327,-77.477974,Proposed,,W & F PARTNERS,1,2023,2023,rezoning_applied,2023(year): rezoning_applied=filed by W & F Partners
Carmel Technology & Enterprise Center,Ruther Glen,VA,Caroline,37.924026,-77.50552,Proposed,,,1,2024,2024,rezoning_applied,2024(year): rezoning_applied=filed by unknown
Caroline Center for Innovation,Ruther Glen,VA,Caroline,37.942783,-77.41627,Proposed,,,1,2025,2025,rezoning_applied,2025(year): rezoning_applied=filed by Caroline County
Caroline Center for Innovation - North,Ruther Glen,VA,Caroline,37.95119,-77.42421,Proposed,,,0,,,,
CleanArc Data Center (VA1),Ruther Glen,VA,Caroline,38.01594,-77.4973,Approved/Permitted/Under construction,300-600,CleanArc,5,2025-09-18,2027,construction_started|partial_operational|public_hearing_held|rezoning_council_decision,2025-09-18(day): rezoning_council_decision=approved by Caroline County Board of Supervisors; 2025-09-18(day): public_hearing_held=n_a by Caroline County Board of Supervisors; 2025-11-21(day): construction_started=n_a by CleanArc Data Centers; 2026(year): partial_operational=planned by CleanArc Data Centers; 2027(year): partial_operational=planned by CleanArc Data Centers
Thornberry Data Center Campus,Ruther Glen,VA,Caroline,37.95416,-77.40686,Proposed,,,1,2025,2025,rezoning_applied,2025(year): rezoning_applied=filed by Thornberry LLC
VALCO Data Center Park,Ruther Glen,VA,Caroline,37.924103,-77.54387,Proposed,,VALCO CAROLINE COUNTY,1,<UNKNOWN>,<UNKNOWN>,project_announced,<UNKNOWN>(year): project_announced=planned by VALCO CAROLINE COUNTY
VALCO Data Center Park,Ruther Glen,VA,Caroline,37.93823,-77.54898,Proposed,,,1,<UNKNOWN>,<UNKNOWN>,project_announced,<UNKNOWN>(year): project_announced=planned by VALCO CAROLINE COUNTY
Valo Park,Ruther Glen,VA,Fairfax,38.932384,-77.21859,Operating,,TAMARES 7950 OWNER LLC,0,,,,
Google Data Center,Salem,VA,Roanoke,37.2685,-80.1678,Proposed,,Google,7,2024,2028,construction_started|fully_operational|land_purchased|other|power_purchase_agreement_signed|project_announced,2024(year): power_purchase_agreement_signed=approved by Google / Rocky Forge Wind Farm; 2024-03(month): other=n_a by Western Virginia Water Authority; 2024-06-20(day): land_purchased=approved by Botetourt County; 2024-06-24(day): project_announced=n_a by Google / Helio Capital LLC / Botetourt County; 2024-06-24(day): other=approved by Helio Capital LLC / Botetourt County; 2025(year): construction_started=planned by Helio Capital LLC / Google; 2028(year): fully_operational=planned by Helio Capital LLC / Google
6200 TECHNOLOGY BLVD,Sandston,VA,Henrico,37.48185,-77.236465,Operating,,Meta,1,<UNKNOWN>,<UNKNOWN>,fully_operational,<UNKNOWN>(year): fully_operational=n_a by Meta
7301 TECHNOLOGY BLVD,Sandston,VA,Henrico,37.47831,-77.22688,Operating,,Meta,0,,,,
Atlantic Crossing,Sandston,VA,Henrico,37.504288,-77.26043,Proposed,,ATLANTIC CROSSING LLC,5,2021,2023-12-15,other|project_announced|rezoning_applied,"2021(year): rezoning_applied=filed by Atlantic Crossing LLC; 2022(year): rezoning_applied=withdrawn by Atlantic Crossing LLC; 2023-12-15(day): rezoning_applied=filed by Hourigan / VAH (Vienna Finance, Atlantic Crossing, Hourigan); 2023-12-15(day): project_announced=n_a by Hourigan / VAH (Vienna Finance, Atlantic Crossing, Hourigan); 2023-12-15(day): other=in_progress by Dominion Energy"
Bank of America,Sandston,VA,Henrico,37.495663,-77.23808,Operating,,Bank of America,0,,,,
Sandston Data Center Campus,Sandston,VA,Henrico,37.47669,-77.2329,Approved/Permitted/Under construction,200,,5,2024-11,2030,construction_started|fully_operational|land_purchased|partial_operational|project_announced,2024-11(month): land_purchased=n_a by Iron Mountain; 2025-05-21(day): project_announced=n_a by Iron Mountain; 2025-05-21(day): construction_started=n_a by Iron Mountain; 2027(year): partial_operational=planned by Iron Mountain; 2030(year): fully_operational=planned by Iron Mountain
Project Tropical,Sandston,VA,Henrico,37.4738,-77.23478,Expanding,,Meta,1,<UNKNOWN>,<UNKNOWN>,project_announced,<UNKNOWN>(year): project_announced=in_progress by Meta
White Oak Tech Park (QTS),Sandston,VA,Henrico,37.489464,-77.24603,Operating,,QTS Data Centers,0,,,,
Hillcrest Data Center,South Hill,VA,Mecklenburg,36.70315,-78.12708,Proposed,,Microsoft,6,2020,2022-08-17,USACE_404_applied|land_purchased|public_hearing_held|rezoning_council_decision|water_permit_applied,"2020(year): land_purchased=n_a by Microsoft Corporation; 2021(year): rezoning_council_decision=approved by Mecklenburg County; 2021-06-21(day): land_purchased=n_a by Microsoft Corporation; 2022-07-19(day): USACE_404_applied=filed by US Army Corps of Engineers, Norfolk District; 2022-07-19(day): water_permit_applied=filed by Microsoft Corporation; 2022-08-17(day): public_hearing_held=in_progress by US Army Corps of Engineers, Norfolk District"
Microsoft,South Hill,VA,Mecklenburg,36.70687,-78.1278,Approved/Permitted/Under construction,,Microsoft,0,,,,
South Hill Data Center Campus,South Hill,VA,Mecklenburg,36.74631,-78.1018,Proposed,,Microsoft,3,2022-10-26,2022-11-24,USACE_404_applied|project_announced|public_hearing_held,2022-10-26(day): project_announced=n_a by Microsoft; 2022-10-26(day): USACE_404_applied=filed by US Army Corps of Engineers Norfolk District; 2022-11-24(day): public_hearing_held=in_progress by US Army Corps of Engineers Norfolk District
AWS H&M Property,South Riding,VA,Loudoun,38.92111,-77.4863,Expanding,,Amazon,5,2020,2023,fully_operational|land_purchased|project_announced|rezoning_applied|rezoning_planning_commission_recommendation,2020(year): land_purchased=n_a by Amazon Data Services; 2020-07(month): rezoning_applied=filed by Blue Ridge Group LLC (on behalf of Amazon); 2020-07(month): rezoning_planning_commission_recommendation=recommended_approval by Loudoun County Planning Commission; 2023(year): fully_operational=n_a by Amazon; 2023(year): project_announced=planned by Amazon
Firefox Dulles,South Riding,VA,Loudoun,38.920612,-77.472885,Proposed,,Brian Clifford/DLA PIPER LLP (US),1,<UNKNOWN>,<UNKNOWN>,site_plan_applied,<UNKNOWN>(year): site_plan_applied=filed by Brian Clifford / DLA PIPER LLP (US)
Sutton Bay,South Riding,VA,Loudoun,38.91631,-77.47834,Operating,,Amazon,1,<UNKNOWN>,<UNKNOWN>,other,<UNKNOWN>(year): other=n_a by Amazon
Gateway Commerce Center,Spotsylvania,VA,Spotsylvania,38.165024,-77.529495,Proposed,,,1,<UNKNOWN>,<UNKNOWN>,other,<UNKNOWN>(year): other=n_a by unknown
SpotsyTech Campus,Spotsylvania Courthouse,VA,Spotsylvania,38.159935,-77.51494,Proposed,800,,7,2022,2023-01,construction_started|land_purchased|project_announced|public_hearing_held|rezoning_applied|rezoning_council_decision|rezoning_planning_commission_recommendation,"2022(year): project_announced=n_a by SpotsyTechnoCampus, LLC; 2022(year): rezoning_applied=filed by SpotsyTechnoCampus, LLC; 2022-01(month): land_purchased=n_a by SpotsyTechnoCampus, LLC; 2023(year): construction_started=planned by SpotsyTechnoCampus, LLC; 2023-01(month): rezoning_planning_commission_recommendation=recommended_approval by Spotsylvania County Planning Commission; 2023-01(month): public_hearing_held=n_a by Spotsylvania County Board of Supervisors; 2023-01(month): rezoning_council_decision=in_progress by Spotsylvania County Board of Supervisors"
AWS Loisdale Station,Springfield,VA,Fairfax,38.742268,-77.186424,Proposed,,Amazon,1,2025,2025,project_announced,2025(year): project_announced=planned by Amazon
VA 95 BUILDING NINE LP,Springfield,VA,Fairfax,38.739193,-77.20798,Operating,,VA 95 BUILDING NINE LP,0,,,,
Accokeek Center,Stafford,VA,Stafford,38.403713,-77.427,Proposed,,,2,2024-12,2025-06-16,land_purchased|rezoning_applied,2024-12(month): rezoning_applied=filed by Stafford County Planning and Zoning; 2025-06-16(day): land_purchased=n_a by Falmouth Tech LLC
Austin Ridge Logisitics Center,Stafford,VA,Stafford,38.4145,-77.43574,Proposed,,,3,2023-11-02,2025-01-22,land_purchased|project_announced|rezoning_applied,2023-11-02(day): land_purchased=n_a by NP Austin Ridge LLC; 2025-01-22(day): project_announced=n_a by NP Austin Ridge LLC; 2025-01-22(day): rezoning_applied=filed by NP Austin Ridge LLC
GWV,Stafford,VA,Stafford,38.419758,-77.44698,Proposed,,,4,2024-10,2025-04-03,conditional_use_permit_applied|project_announced|public_hearing_held|rezoning_applied,2024-10(month): rezoning_applied=filed by The Garrett Companies / Hirschler; 2024-10-15(day): conditional_use_permit_applied=filed by The Garrett Companies / Hirschler; 2025-03(month): public_hearing_held=n_a by The Garrett Companies / Hirschler; 2025-04-03(day): project_announced=n_a by The Garrett Companies
Old Potomac Church Data Center,Stafford,VA,Stafford,38.411324,-77.40424,Proposed,,,0,,,,
Stack Data Center,Stafford,VA,Stafford,38.38504,-77.4276,Proposed,1100,,7,2023,2027,construction_started|land_purchased|other|partial_operational|project_announced|rezoning_applied|rezoning_council_decision,2023(year): rezoning_applied=filed by Peterson Companies; 2024-09(month): rezoning_council_decision=approved by Stafford County; 2025(year): construction_started=planned by Stack Infrastructure; 2025-01(month): land_purchased=n_a by Stack Infrastructure; 2025-01-17(day): project_announced=n_a by Stack Infrastructure; 2025-01-17(day): other=n_a by Dominion Energy; 2027(year): partial_operational=planned by Stack Infrastructure
Stafford Technology Campus,Stafford,VA,Stafford,38.38512,-77.43162,Proposed,"1,000",,2,2026-01,2026-01,conditional_use_permit_applied|rezoning_applied,2026-01(month): conditional_use_permit_applied=filed by Elm Street Development (Joseph Jacobs); 2026-01(month): rezoning_applied=filed by Elm Street Development (Joseph Jacobs)
108 CARPENTER DRIVE,STERLING,VA,Loudoun,38.99123,-77.42243,Proposed,,,1,<UNKNOWN>,<UNKNOWN>,site_plan_applied,<UNKNOWN>(year): site_plan_applied=filed by Loudoun County Department of Building and Development
113 EXECUTIVE DR Prologis,Sterling,VA,Loudoun,38.99067,-77.44434,Proposed,,Prologis,2,2023-10,2023-10-26,project_announced|rezoning_applied,2023-10(month): rezoning_applied=filed by Prologis; 2023-10-26(day): project_announced=n_a by Prologis
1304 SQUIRE CT,Sterling,VA,Loudoun,39.02153,-77.43476,Operating,,ELECTRIC BUILDING LLC,1,2024,2024,fully_operational,2024(year): fully_operational=n_a by Electric Building LLC
1501 Moran Road,Sterling,VA,Loudoun,38.995197,-77.44623,Proposed,,EdgeCore Digital/Partners Group,0,,,,
21641 CHARLES VIEW DR,Sterling,VA,Loudoun,39.017963,-77.43968,Operating,,Amazon,1,<UNKNOWN>,<UNKNOWN>,other,<UNKNOWN>(year): other=n_a by Amazon
22350 KIPPER DR AWS,Sterling,VA,Loudoun,38.99509,-77.43511,Operating,,Amazon,1,2024,2024,fully_operational,2024(year): fully_operational=n_a by Amazon
22370 KIPPER DR AWS,Sterling,VA,Loudoun,38.996964,-77.43581,Operating,,Amazon,1,2024,2024,fully_operational,2024(year): fully_operational=n_a by Amazon
22660 Executive Dr Prologis,Sterling,VA,Loudoun,38.989754,-77.44206,Proposed,,Prologis,2,2023-10,2023-10-26,project_announced|rezoning_applied,2023-10(month): rezoning_applied=filed by Prologis; 2023-10-26(day): project_announced=n_a by Prologis
22945 INTERNATIONAL DR AWS,Sterling,VA,Loudoun,38.98216,-77.42751,Operating,,Amazon,1,<UNKNOWN>,<UNKNOWN>,fully_operational,<UNKNOWN>(year): fully_operational=n_a by Amazon
23005 INTERNATIONAL DR,Sterling,VA,Loudoun,38.98,-77.42562,Operating,,DULLES NCP II LLC,1,<UNKNOWN>,<UNKNOWN>,fully_operational,<UNKNOWN>(year): fully_operational=n_a by DULLES NCP II LLC
45845 NOKES BLVD,Sterling,VA,Loudoun,39.02387,-77.41527,Operating,,MEDINA DC 2 ASSETS LLC,1,2024,2024,fully_operational,2024(year): fully_operational=n_a by Cyxtera (MEDINA DC 2 ASSETS LLC)
Aligned: IAD03,Sterling,VA,Loudoun,38.98857,-77.4409,Operating,72,Vantage Data Centers VA2 LLC; Ryan Dorsett,7,2022,2024,construction_started|fully_operational|land_purchased|other|project_announced|rezoning_applied|rezoning_planning_commission_recommendation,2022(year): land_purchased=n_a by Aligned Data Centers; 2022-07(month): project_announced=n_a by Aligned Data Centers; 2023(year): other=planned by Aligned Data Centers; 2023-05(month): construction_started=n_a by Aligned Data Centers; 2023-05(month): rezoning_applied=filed by Aligned Data Centers; 2023-05(month): rezoning_planning_commission_recommendation=in_progress by Loudoun County Planning Commission; 2024(year): fully_operational=n_a by Aligned Data Centers
ARCOLA,STERLING,VA,Loudoun,38.94413,-77.5357,Proposed,,PowerHouse Data Centers,1,<UNKNOWN>,<UNKNOWN>,site_plan_applied,<UNKNOWN>(year): site_plan_applied=filed by PowerHouse Data Centers
Arcola Pacific Campus,STERLING,VA,Loudoun,39.004864,-77.44699,Proposed,,PowerHouse Data Centers,4,2022-01,2026,construction_started|fully_operational|other|project_announced,2022-01(month): other=n_a by AREP / Harrison Street; 2022-07-26(day): project_announced=n_a by PowerHouse Data Centers / AREP; 2024-04(month): construction_started=planned by PowerHouse Data Centers / AREP; 2026(year): fully_operational=planned by PowerHouse Data Centers / AREP
Sterling Data Center,Sterling,VA,Loudoun,38.99129,-77.4414,Operating,,,6,2022,2023-05,construction_started|land_purchased|partial_operational|project_announced|rezoning_applied|rezoning_planning_commission_recommendation,2022(year): land_purchased=n_a by Aligned Data Centers; 2022-07(month): project_announced=n_a by Aligned Data Centers; 2023(year): partial_operational=planned by Aligned Data Centers; 2023-05(month): rezoning_applied=filed by Aligned Data Centers; 2023-05(month): rezoning_planning_commission_recommendation=in_progress by Loudoun County Planning Commission; 2023-05(month): construction_started=n_a by Aligned Data Centers
IAD57 Data Center,Sterling,VA,Loudoun,38.98704,-77.4426,Operating,,,5,2022,2023-05,construction_started|land_purchased|project_announced|rezoning_applied|rezoning_planning_commission_recommendation,2022(year): land_purchased=n_a by Aligned Data Centers; 2022-07(month): project_announced=n_a by Aligned Data Centers; 2023-05(month): rezoning_applied=filed by Aligned Data Centers; 2023-05(month): rezoning_planning_commission_recommendation=in_progress by Loudoun County Planning Commission; 2023-05(month): construction_started=n_a by Aligned Data Centers
AWS: IAD58,Sterling,VA,Loudoun,38.98633,-77.4419,Operating,,,2,2023-05-24,2023-05-24,fully_operational|other,2023-05-24(day): other=n_a by Amazon Web Services; 2023-05-24(day): fully_operational=n_a by Amazon Web Services
C1 NORTHERN VA - STERLING I-III,Sterling,VA,Loudoun,39.026066,-77.414536,Operating,48,CyrusOne,0,,,,
CORSCALE VA2 BLDG 1,Sterling,VA,Loudoun,39.03804,-77.433716,Proposed,,,1,2025,2025,project_announced,2025(year): project_announced=planned by CorScale
CPUS STERLING LP,Sterling,VA,Loudoun,38.987747,-77.410866,Operating,,CPUS STERLING LP,1,<UNKNOWN>,<UNKNOWN>,fully_operational,<UNKNOWN>(year): fully_operational=n_a by CPUS Sterling LP
CYXTERA COLOCATION,Sterling,VA,Loudoun,39.0248,-77.41234,Operating,,MEDINA DC 2 ASSETS LLC,2,2024,2024,fully_operational|other,2024(year): fully_operational=n_a by Cyxtera / MEDINA DC 2 ASSETS LLC; 2024(year): other=n_a by Loudoun County Assessor
CYXTERA DC2 COLOCATION,Sterling,VA,Loudoun,39.023247,-77.413185,Operating,,MEDINA DC 2 ASSETS LLC,1,2024,2024,fully_operational,2024(year): fully_operational=n_a by Cyxtera (Medina DC 2 Assets LLC)
DATA CENTER BUILDING C,Sterling,VA,Loudoun,38.99172,-77.448555,Operating,,DCT DULLES PHASE II LLC,1,<UNKNOWN>,<UNKNOWN>,fully_operational,<UNKNOWN>(year): fully_operational=n_a by DCT Dulles Phase II LLC
DC 21/IAD 98,Sterling,VA,Loudoun,39.01946,-77.434006,Operating,,BCORE COPT DC-21 LLC,1,2024,2024,other,2024(year): other=n_a by BCORE COPT DC-21 LLC
DCT DULLES DOWNS Land Bay A,Sterling,VA,Loudoun,38.991177,-77.44137,Operating,,DCT DULLES DOWNS LLC,2,2016,2016,fully_operational|project_announced,2016(year): fully_operational=n_a by DCT DULLES DOWNS LLC; 2016(year): project_announced=planned by DCT DULLES DOWNS LLC
DCT DULLES DOWNS Land Bay B,Sterling,VA,Loudoun,38.98938,-77.43785,Proposed,,DCT DULLES DOWNS LLC,2,2012,2014,construction_started|fully_operational,2012(year): construction_started=n_a by DCT Dulles Downs LLC; 2014(year): fully_operational=n_a by DCT Dulles Downs LLC
DCT DULLES DOWNS Land Bay B,Sterling,VA,Loudoun,38.990135,-77.437294,Operating,,DCT DULLES DOWNS LLC,2,2012,2014,construction_started|fully_operational,2012(year): construction_started=n_a by DCT Dulles Downs LLC; 2014(year): fully_operational=n_a by DCT Dulles Downs LLC
DCT DULLES PHASE II,Sterling,VA,Loudoun,38.988132,-77.450516,Operating,,DCT DULLES PHASE II LLC,1,<UNKNOWN>,<UNKNOWN>,fully_operational,<UNKNOWN>(year): fully_operational=n_a by DCT DULLES PHASE II LLC
DIGITAL STERLING PREMIER,Sterling,VA,Loudoun,38.99004,-77.43468,Operating,,DIGITAL STERLING PREMIER LLC,1,<UNKNOWN>,<UNKNOWN>,fully_operational,<UNKNOWN>(year): fully_operational=n_a by DIGITAL STERLING PREMIER LLC
Dulles 2000 Redevelopment,Sterling,VA,Loudoun,38.975124,-77.42687,Proposed,,BCG JV Sterling LLC; Phil Tager,1,<UNKNOWN>,<UNKNOWN>,rezoning_applied,<UNKNOWN>(year): rezoning_applied=filed by BCG JV Sterling LLC / Phil Tager
